lsoa,employ_score,edu_score,health_score,income_score,enviroment_score
E01000554,0.131,12.082,-0.16,0.205,31.331
E01000555,0.088,7.39,-0.448,0.132,18.852
E01000556,0.131,20.989,0.026,0.206,66.729
E01000557,0.106,6.142,0.149,0.16,35.838
E01000558,0.137,7.843,-0.026,0.174,27.537
E01000559,0.108,11.981,-0.077,0.157,30.166
E01000560,0.086,11.807,-0.638,0.105,27.185
E01000561,0.117,5.548,0.189,0.203,22.029
E01000562,0.052,3.544,-1.038,0.095,15.5
E01000563,0.057,3.446,-0.712,0.069,17.327
E01000564,0.079,13.555,-0.671,0.122,16.44
E01000565,0.126,15.944,-0.336,0.208,24.95
E01000566,0.069,7.655,-0.944,0.106,16.029
E01000567,0.097,9.008,-0.171,0.133,20.088
E01000568,0.031,1.125,-0.877,0.047,19.169
E01000569,0.046,3.819,-0.704,0.089,13.34
E01000570,0.136,15.839,-0.06,0.198,18.896
E01000571,0.112,10.352,-0.551,0.152,21.398
E01000572,0.05,6.783,-0.886,0.095,12.701
E01000573,0.056,7.553,-0.833,0.118,19.317
E01000574,0.052,7.986,-0.477,0.102,19.314
E01000575,0.057,7.533,-0.745,0.097,32.611
E01000576,0.067,8.147,-0.684,0.106,23.103
E01000577,0.149,20.007,-0.329,0.268,20.463
E01000578,0.125,11.768,0.46,0.182,27.437
E01000579,0.136,9.529,0.197,0.177,46.02
E01000580,0.117,5.566,-0.165,0.163,32.053
E01000581,0.085,3.694,-0.913,0.121,31.893
E01000582,0.067,1.595,-0.63,0.099,36.405
E01000583,0.109,6.25,-0.098,0.118,44.27
E01000584,0.078,9.66,-0.384,0.105,24.955
E01000585,0.072,10.785,-0.404,0.106,28.812
E01000586,0.102,17.416,-0.026,0.163,51.264
E01000587,0.059,15.65,-0.832,0.128,15.701
E01000588,0.127,20.097,-0.499,0.207,17.782
E01000589,0.083,13.921,-0.429,0.132,16.473
E01000590,0.079,8.218,-0.549,0.14,18.865
E01000591,0.087,12.773,-0.469,0.123,28.215
E01000592,0.089,12.595,-0.178,0.141,20.241
E01000593,0.103,12.4,-0.511,0.171,15.554
E01000594,0.069,11.741,-0.943,0.12,27.473
E01000595,0.23,38.923,0.931,0.351,32.368
E01000596,0.215,42.358,0.399,0.365,36.569
E01000599,0.221,21.52,0.544,0.357,43.573
E01000600,0.193,28.205,0.154,0.295,26.283
E01000601,0.225,44.019,0.648,0.437,19.441
E01000602,0.202,29.677,0.544,0.283,23.245
E01000603,0.17,26.035,-0.23,0.316,41.689
E01000604,0.203,26.083,0.339,0.282,22.276
E01000605,0.215,32.64,0.04,0.36,26.346
E01000606,0.099,13.524,-0.536,0.133,25.498
E01000607,0.073,9.354,-0.543,0.136,19.091
E01000608,0.09,13.94,-0.213,0.142,31.328
E01000609,0.084,14.812,-0.627,0.139,28.116
E01000610,0.115,13.786,0.159,0.169,20.991
E01000611,0.122,12.617,-0.142,0.128,25.312
E01000612,0.098,12.7,-0.275,0.169,23.341
E01000613,0.112,17.161,-0.21,0.173,36.211
E01000615,0.081,13.586,-0.536,0.12,21.453
E01000616,0.087,11.328,-0.22,0.125,34.258
E01000617,0.101,14.946,-0.631,0.149,28.081
E01000618,0.103,21.366,-0.288,0.174,22.269
E01000619,0.104,21.766,-0.27,0.119,18.445
E01000620,0.091,21.375,-0.525,0.142,28.627
E01000621,0.088,23.296,0.141,0.131,31.97
E01000622,0.111,19.222,-0.209,0.171,35.96
E01000623,0.072,15.287,-0.593,0.104,23.114
E01000624,0.078,14.891,-0.765,0.136,15.071
E01000625,0.092,17.931,-0.399,0.151,23.102
E01000626,0.205,24.963,0.554,0.308,21.965
E01000627,0.175,33.544,0.109,0.278,41.231
E01000628,0.16,17.774,0.024,0.238,32.806
E01000629,0.087,18.717,-0.507,0.131,17.178
E01000630,0.142,16.042,-0.138,0.218,23.259
E01000631,0.071,11.821,-0.692,0.127,26.368
E01000632,0.063,18.969,-0.712,0.109,29.843
E01000633,0.079,18.087,-0.531,0.134,31.187
E01000634,0.09,15.96,-0.555,0.155,23.066
E01000635,0.112,14.322,-0.507,0.193,38.618
E01000636,0.09,16.254,-0.58,0.127,31.197
E01000637,0.141,15.127,-0.148,0.214,36.758
E01000638,0.118,20.647,0.001,0.195,52.489
E01000639,0.079,9.809,-0.279,0.11,42.386
E01000640,0.12,24.09,0.012,0.189,56.699
E01000641,0.146,23.641,-0.037,0.243,37.859
E01000642,0.118,14.189,0.265,0.193,55.77
E01000643,0.267,24.23,1.265,0.363,36.6
E01000644,0.12,12.672,-0.088,0.211,35.765
E01000645,0.017,0.553,-2.074,0.012,10.289
E01000646,0.068,2.076,-0.689,0.082,17.565
E01000647,0.049,4.933,-1.414,0.066,15.017
E01000648,0.055,3.964,-0.89,0.058,15.439
E01000649,0.059,2.018,-0.884,0.083,10.976
E01000650,0.061,1.257,-1.094,0.081,7.956
E01000651,0.051,2.148,-0.542,0.087,12.713
E01000652,0.047,4.121,-1.26,0.046,7.574
E01000653,0.062,5.366,-0.447,0.064,9.456
E01000654,0.053,20.356,-0.973,0.048,8.292
E01000655,0.057,18.113,-1.183,0.079,4.708
E01000656,0.048,14.889,-1.106,0.046,7.7
E01000657,0.082,18.697,-0.758,0.1,8.745
E01000658,0.057,10.571,-1.051,0.075,5.32
E01000659,0.072,15.597,-0.755,0.087,4.007
E01000661,0.235,33.009,1.214,0.385,19.227
E01000662,0.121,19.482,-0.277,0.14,10.866
E01000663,0.13,13.854,-0.388,0.162,8.4
E01000664,0.101,16.409,-0.573,0.132,9.178
E01000665,0.087,9.715,-0.939,0.107,13.115
E01000666,0.039,5.902,-1.746,0.038,11.529
E01000667,0.039,5.004,-1.828,0.032,11.823
E01000668,0.077,8.172,-0.461,0.102,20.045
E01000669,0.07,7.406,-0.74,0.085,15.82
E01000670,0.04,0.896,-1.922,0.044,23.694
E01000671,0.067,2.747,-0.797,0.096,19.844
E01000672,0.055,3.583,-1.031,0.063,11.772
E01000673,0.063,3.688,-0.996,0.074,9.726
E01000674,0.076,6.019,-0.423,0.112,22.251
E01000675,0.088,2.179,-0.942,0.089,25.783
E01000676,0.12,12.691,-0.046,0.205,41.922
E01000677,0.051,4.054,-0.942,0.08,28.839
E01000678,0.072,3.839,-0.857,0.075,17.673
E01000679,0.071,6.114,-0.746,0.077,17.453
E01000680,0.046,5.944,-1.558,0.049,10.115
E01000681,0.035,4.739,-1.628,0.033,7.0
E01000682,0.042,5.449,-0.992,0.031,8.694
E01000683,0.086,6.612,-0.742,0.113,17.468
E01000684,0.038,2.555,-1.535,0.035,5.764
E01000685,0.092,16.97,-0.516,0.12,4.963
E01000686,0.056,4.22,-1.02,0.086,8.999
E01000687,0.058,4.385,-1.198,0.061,16.377
E01000688,0.03,2.199,-1.879,0.037,5.664
E01000689,0.11,29.917,0.089,0.18,18.076
E01000690,0.056,3.178,-1.244,0.063,10.707
E01000691,0.095,12.278,-0.356,0.139,12.079
E01000692,0.043,4.479,-1.058,0.078,17.128
E01000693,0.043,3.953,-1.227,0.059,20.656
E01000694,0.04,2.083,-1.346,0.035,7.405
E01000695,0.045,2.982,-1.488,0.052,12.639
E01000696,0.035,0.815,-1.631,0.036,14.233
E01000697,0.031,0.59,-1.68,0.042,8.412
E01000698,0.042,5.6,-1.259,0.041,7.277
E01000699,0.111,15.991,-0.436,0.169,31.385
E01000700,0.095,8.187,-0.41,0.131,17.171
E01000701,0.093,7.112,-0.715,0.113,27.498
E01000702,0.064,6.749,-0.804,0.1,27.138
E01000703,0.065,1.094,-0.805,0.062,41.519
E01000704,0.067,9.218,-0.686,0.082,22.888
E01000705,0.115,5.539,-0.377,0.146,24.696
E01000706,0.092,11.562,-0.282,0.125,23.971
E01000707,0.041,1.362,-1.385,0.037,14.909
E01000708,0.06,5.132,-0.686,0.075,19.44
E01000709,0.078,6.314,-0.064,0.111,22.166
E01000710,0.042,10.664,-1.209,0.074,15.291
E01000711,0.068,7.763,-0.677,0.089,21.551
E01000712,0.037,1.315,-1.424,0.057,13.884
E01000713,0.047,2.037,-1.523,0.062,12.457
E01000714,0.054,10.895,-1.143,0.066,33.143
E01000715,0.05,3.014,-1.01,0.053,19.581
E01000716,0.057,1.245,-0.743,0.068,12.448
E01000717,0.053,2.946,-1.22,0.078,14.73
E01000718,0.141,23.853,-0.462,0.223,33.832
E01000719,0.136,23.358,-0.218,0.223,22.299
E01000720,0.201,49.732,0.266,0.322,26.513
E01000721,0.232,34.658,0.754,0.331,13.119
E01000722,0.127,31.275,-0.357,0.181,19.572
E01000723,0.09,20.109,-0.561,0.073,8.773
E01000724,0.205,36.142,0.339,0.301,8.909
E01000725,0.133,24.756,-0.103,0.219,23.887
E01000726,0.083,17.659,-0.45,0.094,15.97
E01000727,0.09,16.702,-0.437,0.117,17.452
E01000728,0.119,34.074,-0.106,0.174,13.423
E01000729,0.221,39.989,0.576,0.32,10.049
E01000730,0.218,39.051,0.444,0.343,10.991
E01000731,0.139,32.06,-0.339,0.187,13.168
E01000732,0.102,11.75,-0.691,0.109,9.067
E01000733,0.118,21.5,-0.249,0.181,20.738
E01000734,0.072,13.562,-0.882,0.107,12.386
E01000735,0.178,44.774,0.15,0.226,12.438
E01000736,0.162,30.107,-0.17,0.204,10.525
E01000737,0.183,30.285,0.237,0.235,12.509
E01000738,0.107,21.377,-0.08,0.147,10.376
E01000739,0.222,39.002,0.583,0.315,10.001
E01000740,0.127,13.74,-0.108,0.178,37.649
E01000741,0.146,21.669,0.184,0.195,37.446
E01000742,0.125,13.43,-0.237,0.204,36.709
E01000743,0.225,31.205,0.763,0.266,25.603
E01000744,0.261,31.475,0.979,0.338,15.645
E01000745,0.098,13.725,-0.165,0.157,21.004
E01000746,0.095,12.296,-0.62,0.159,30.755
E01000747,0.074,14.668,-0.898,0.097,24.345
E01000748,0.058,12.261,-1.061,0.058,21.456
E01000749,0.043,7.976,-1.268,0.054,11.676
E01000750,0.194,30.877,0.3,0.211,4.934
E01000751,0.056,6.659,-0.658,0.059,8.434
E01000752,0.056,7.602,-0.664,0.078,13.709
E01000753,0.041,5.097,-1.063,0.031,6.909
E01000754,0.046,5.255,-1.461,0.058,10.302
E01000755,0.047,2.914,-1.26,0.038,5.831
E01000756,0.043,3.927,-1.322,0.031,15.265
E01000757,0.031,3.149,-1.827,0.022,6.064
E01000758,0.036,1.599,-0.981,0.042,10.678
E01000759,0.051,6.645,-1.316,0.041,10.246
E01000760,0.052,8.514,-0.984,0.061,15.553
E01000761,0.053,7.246,-1.832,0.045,8.451
E01000762,0.057,3.919,-1.578,0.06,12.31
E01000763,0.042,8.551,-1.316,0.031,8.391
E01000764,0.081,10.373,-0.636,0.095,11.457
E01000765,0.061,5.877,-1.163,0.06,10.193
E01000766,0.046,4.658,-1.646,0.029,6.558
E01000767,0.032,3.615,-1.406,0.03,7.055
E01000768,0.054,2.246,-0.946,0.055,7.148
E01000769,0.139,10.006,-0.061,0.11,10.468
E01000770,0.039,1.436,-1.791,0.033,17.658
E01000771,0.036,2.938,-1.831,0.035,17.053
E01000772,0.042,1.596,-1.62,0.047,12.154
E01000773,0.045,6.713,-1.481,0.042,16.567
E01000774,0.08,10.327,-0.369,0.061,13.056
E01000775,0.042,5.74,-1.564,0.049,8.986
E01000777,0.056,6.004,-1.323,0.057,15.665
E01000778,0.083,12.043,-0.616,0.085,13.292
E01000779,0.088,8.496,-0.573,0.128,18.226
E01000780,0.135,21.634,-0.267,0.202,16.326
E01000781,0.184,41.939,0.501,0.307,10.539
E01000782,0.288,45.366,0.683,0.371,18.486
E01000783,0.183,36.338,0.158,0.299,10.691
E01000784,0.058,8.393,-0.841,0.076,15.808
E01000785,0.189,26.947,0.177,0.282,16.069
E01000786,0.064,4.879,-0.791,0.045,5.128
E01000787,0.126,29.142,-0.242,0.151,17.32
E01000788,0.11,16.533,-0.696,0.146,28.628
E01000789,0.211,47.111,0.345,0.342,12.694
E01000790,0.079,5.032,-0.79,0.107,40.397
E01000791,0.086,9.812,-0.88,0.076,13.013
E01000792,0.126,18.818,-0.049,0.18,6.423
E01000793,0.037,2.749,-1.802,0.027,8.122
E01000794,0.053,3.347,-1.155,0.032,4.47
E01000795,0.102,9.632,-0.426,0.133,6.184
E01000796,0.208,35.938,0.217,0.323,17.029
E01000797,0.073,2.766,-0.586,0.069,22.895
E01000798,0.237,32.695,0.559,0.336,38.073
E01000799,0.125,12.694,-0.62,0.171,34.999
E01000800,0.156,18.236,-0.154,0.218,32.484
E01000801,0.125,22.218,0.039,0.184,32.235
E01000802,0.114,7.934,-0.289,0.165,37.133
E01000803,0.102,6.293,-0.251,0.154,24.946
E01000804,0.051,2.539,-0.963,0.06,16.052
E01000805,0.128,18.56,-0.3,0.154,39.407
E01000806,0.162,20.161,0.177,0.259,38.069
E01000807,0.049,3.646,-1.415,0.053,22.013
E01000808,0.064,4.573,-1.191,0.058,6.448
E01000809,0.038,5.4,-1.454,0.035,6.269
E01000810,0.031,2.192,-1.923,0.018,6.198
E01000811,0.039,5.859,-1.142,0.044,14.633
E01000812,0.092,6.03,-0.863,0.104,12.112
E01000813,0.043,6.115,-1.784,0.041,10.22
E01000814,0.025,0.808,-2.182,0.014,8.455
E01000815,0.019,2.482,-2.117,0.015,5.84
E01000816,0.096,16.669,-0.733,0.111,13.549
E01000818,0.071,10.405,-0.86,0.067,12.187
E01000819,0.172,20.991,0.544,0.232,24.997
E01000820,0.152,5.742,0.35,0.17,16.843
E01000822,0.088,6.671,-0.164,0.127,18.449
E01000823,0.067,1.669,-0.982,0.07,20.075
E01000824,0.105,3.939,-0.249,0.139,31.401
E01000825,0.122,3.528,0.011,0.125,36.264
E01000826,0.03,1.254,-1.836,0.02,9.259
E01000827,0.05,2.99,-1.831,0.07,9.727
E01000828,0.069,2.264,-0.586,0.068,12.242
E01000829,0.047,3.667,-1.425,0.067,16.919
E01000830,0.026,1.284,-2.162,0.02,10.402
E01000831,0.05,1.343,-1.018,0.065,16.711
E01000832,0.035,2.542,-1.441,0.045,10.735
E01000833,0.031,2.324,-1.93,0.027,6.903
E01000834,0.034,6.536,-1.425,0.032,8.421
E01000835,0.054,7.307,-1.018,0.086,19.564
E01000836,0.033,4.701,-1.573,0.036,9.034
E01000837,0.09,7.096,-0.812,0.095,13.053
E01000838,0.045,5.637,-1.466,0.04,9.418
E01000839,0.024,3.429,-1.653,0.028,9.204
E01000840,0.054,4.061,-1.044,0.057,8.715
E01000841,0.043,5.061,-1.684,0.044,10.517
E01000842,0.057,9.414,-1.225,0.064,50.717
E01000843,0.074,10.533,-0.623,0.161,49.91
E01000844,0.057,11.846,-0.697,0.059,62.548
E01000845,0.05,6.152,-0.599,0.092,39.116
E01000846,0.164,6.66,0.091,0.24,33.737
E01000847,0.115,6.774,-0.452,0.202,35.43
E01000848,0.042,5.403,-1.175,0.055,38.75
E01000849,0.038,7.317,-0.969,0.057,55.225
E01000850,0.04,7.768,-0.746,0.069,79.817
E01000851,0.036,3.602,-1.204,0.046,78.996
E01000852,0.064,2.91,0.247,0.075,62.041
E01000853,0.2,16.217,0.507,0.255,54.548
E01000854,0.082,6.733,0.031,0.118,56.159
E01000855,0.051,1.769,-0.758,0.062,71.665
E01000856,0.167,12.146,0.879,0.266,45.396
E01000857,0.1,2.214,-0.188,0.156,36.015
E01000858,0.223,13.528,0.601,0.35,33.122
E01000859,0.056,1.523,-1.216,0.063,46.237
E01000860,0.107,6.011,-0.045,0.174,41.291
E01000861,0.139,7.207,0.273,0.198,73.897
E01000862,0.052,0.694,-1.001,0.065,45.093
E01000863,0.15,16.178,0.779,0.195,63.472
E01000864,0.117,1.493,0.233,0.164,49.8
E01000865,0.067,3.06,-0.388,0.081,38.106
E01000866,0.157,4.806,0.368,0.201,59.347
E01000867,0.184,22.727,0.866,0.294,52.032
E01000868,0.235,25.752,0.714,0.286,46.867
E01000869,0.118,8.888,0.774,0.18,49.331
E01000870,0.185,9.704,0.666,0.25,53.373
E01000871,0.097,3.235,-0.563,0.131,27.856
E01000872,0.145,8.784,0.384,0.175,59.379
E01000873,0.058,9.752,-0.917,0.088,38.412
E01000874,0.039,4.553,-1.215,0.051,48.253
E01000875,0.126,21.741,-0.068,0.154,46.609
E01000876,0.195,13.248,1.063,0.283,36.323
E01000877,0.071,1.738,-0.62,0.088,40.744
E01000878,0.036,15.178,-1.171,0.067,29.655
E01000879,0.038,1.481,-1.259,0.044,39.25
E01000880,0.028,2.762,-1.739,0.045,44.591
E01000881,0.065,8.543,-0.674,0.091,57.134
E01000882,0.022,2.839,-1.49,0.042,41.327
E01000883,0.031,4.666,-1.204,0.067,52.543
E01000884,0.049,0.667,-1.22,0.042,32.088
E01000885,0.032,9.789,-1.14,0.041,33.018
E01000886,0.07,4.622,-0.588,0.113,40.891
E01000887,0.083,4.251,-0.173,0.121,37.874
E01000888,0.097,2.169,-0.217,0.145,46.926
E01000889,0.209,26.493,1.067,0.289,33.712
E01000890,0.305,36.534,1.348,0.362,33.709
E01000891,0.247,35.264,1.837,0.367,31.898
E01000892,0.107,6.761,-0.141,0.17,29.514
E01000893,0.047,0.907,-1.237,0.04,37.861
E01000894,0.03,2.362,-1.396,0.036,34.16
E01000895,0.072,8.143,-0.155,0.12,37.251
E01000896,0.044,7.256,-1.775,0.041,38.864
E01000897,0.03,3.706,-1.459,0.028,36.066
E01000898,0.08,10.813,0.649,0.133,19.438
E01000899,0.016,1.968,-1.819,0.017,37.684
E01000900,0.149,19.81,0.657,0.222,47.132
E01000901,0.191,24.368,0.619,0.309,32.554
E01000902,0.2,17.405,0.801,0.329,36.226
E01000903,0.108,2.393,-0.147,0.168,48.097
E01000904,0.156,14.755,0.435,0.238,37.688
E01000905,0.221,25.992,0.914,0.352,36.413
E01000906,0.069,3.395,-0.338,0.094,43.295
E01000907,0.229,16.016,0.656,0.311,25.569
E01000908,0.175,15.313,0.374,0.225,59.018
E01000909,0.095,4.135,-0.884,0.102,34.701
E01000910,0.062,2.021,-0.894,0.065,35.295
E01000911,0.126,8.632,-0.261,0.171,31.33
E01000912,0.148,18.278,0.655,0.24,33.273
E01000913,0.031,0.655,-1.367,0.027,33.71
E01000914,0.069,4.831,-0.841,0.095,74.8
E01000915,0.137,11.828,0.06,0.24,62.05
E01000916,0.097,12.571,0.229,0.162,70.218
E01000917,0.232,32.544,0.565,0.325,61.814
E01000918,0.136,6.705,0.136,0.181,67.676
E01000919,0.09,9.091,0.01,0.139,67.591
E01000920,0.087,5.105,-0.389,0.146,62.253
E01000921,0.083,4.031,-0.049,0.129,63.574
E01000922,0.142,15.279,1.012,0.225,42.549
E01000923,0.152,4.825,0.846,0.183,39.077
E01000924,0.086,3.132,-0.044,0.123,40.43
E01000925,0.204,17.395,0.711,0.328,41.236
E01000926,0.112,9.513,0.321,0.191,40.201
E01000927,0.099,7.267,0.199,0.131,45.769
E01000928,0.143,5.575,0.618,0.192,40.714
E01000929,0.158,17.069,0.181,0.299,34.274
E01000930,0.167,20.512,0.766,0.307,51.185
E01000931,0.183,16.096,0.704,0.29,54.044
E01000932,0.117,7.957,0.482,0.196,37.722
E01000933,0.149,4.363,0.674,0.171,62.037
E01000934,0.198,8.48,1.293,0.308,51.249
E01000935,0.223,12.357,0.795,0.354,39.07
E01000936,0.102,17.969,-0.043,0.175,81.495
E01000937,0.04,12.656,-0.475,0.072,75.681
E01000938,0.157,15.811,0.442,0.223,84.27
E01000939,0.23,31.308,0.415,0.33,48.834
E01000940,0.111,14.959,-0.001,0.188,52.986
E01000941,0.216,19.589,0.816,0.267,51.456
E01000942,0.036,9.151,-0.529,0.058,74.489
E01000943,0.09,3.26,-0.101,0.112,80.185
E01000944,0.114,26.745,0.55,0.228,35.866
E01000945,0.1,14.364,0.874,0.168,53.339
E01000946,0.071,5.878,-0.474,0.145,41.523
E01000947,0.132,8.175,0.669,0.205,63.188
E01000948,0.144,7.823,0.468,0.176,53.97
E01000949,0.119,16.602,0.279,0.187,39.634
E01000950,0.187,37.359,0.559,0.298,53.446
E01000951,0.167,23.949,0.574,0.278,42.412
E01000952,0.181,22.763,0.972,0.285,39.95
E01000953,0.204,25.454,1.059,0.345,45.232
E01000954,0.206,39.791,0.613,0.304,34.176
E01000955,0.181,31.032,0.705,0.248,38.703
E01000956,0.174,23.781,0.539,0.265,59.417
E01000957,0.17,17.481,0.568,0.288,29.385
E01000958,0.148,20.609,1.149,0.269,40.649
E01000959,0.193,23.794,0.456,0.286,40.102
E01000960,0.081,13.119,-0.276,0.135,54.866
E01000961,0.16,12.142,0.159,0.23,33.822
E01000962,0.037,0.814,-0.91,0.052,43.416
E01000963,0.03,6.193,-0.978,0.088,54.33
E01000964,0.12,8.945,-0.355,0.167,35.268
E01000965,0.094,5.495,0.221,0.197,53.545
E01000966,0.027,2.969,-1.088,0.035,43.933
E01000967,0.041,7.195,-1.679,0.053,43.721
E01000968,0.075,6.661,-0.443,0.13,42.714
E01000969,0.039,2.517,-1.248,0.064,47.792
E01000970,0.054,3.505,-0.091,0.073,62.499
E01000971,0.062,1.701,-0.436,0.077,53.373
E01000972,0.179,8.335,0.687,0.288,45.498
E01000973,0.127,13.967,0.348,0.203,55.618
E01000974,0.165,11.916,0.761,0.237,48.375
E01000975,0.091,12.172,-0.236,0.146,39.604
E01000976,0.098,8.326,0.121,0.168,47.052
E01000977,0.18,12.701,0.659,0.227,32.784
E01000978,0.085,6.424,-0.202,0.107,55.257
E01000979,0.078,9.967,-0.205,0.106,41.192
E01000980,0.122,9.964,0.209,0.179,24.597
E01000981,0.083,12.7,-0.572,0.126,23.578
E01000982,0.096,17.921,-0.08,0.166,25.596
E01000983,0.066,7.542,-0.56,0.088,25.684
E01000984,0.136,14.596,0.635,0.213,32.178
E01000985,0.059,7.519,-0.53,0.069,10.827
E01000986,0.077,6.349,-0.698,0.092,17.757
E01000987,0.048,8.352,-0.578,0.05,19.907
E01000989,0.064,13.586,-0.768,0.075,12.333
E01000990,0.216,38.716,0.653,0.293,22.333
E01000991,0.039,8.986,-1.035,0.052,11.146
E01000992,0.194,24.163,0.581,0.234,20.747
E01000993,0.076,10.074,-0.598,0.093,17.421
E01000994,0.108,12.022,-0.574,0.173,16.305
E01000995,0.101,13.19,-0.708,0.149,36.027
E01000996,0.101,10.946,-0.365,0.163,18.251
E01000997,0.135,14.406,0.152,0.207,23.613
E01000998,0.203,20.449,0.079,0.227,34.235
E01000999,0.125,13.51,0.103,0.173,29.374
E01001000,0.156,13.977,0.377,0.206,30.965
E01001001,0.186,16.353,0.167,0.252,35.599
E01001002,0.116,16.91,-0.162,0.179,27.372
E01001003,0.119,13.864,0.054,0.22,31.416
E01001004,0.133,16.741,-0.017,0.253,21.527
E01001005,0.093,20.255,-0.248,0.161,31.873
E01001006,0.143,25.624,0.246,0.239,16.826
E01001007,0.091,15.149,-0.475,0.149,25.047
E01001008,0.146,32.805,0.491,0.247,25.468
E01001009,0.099,12.833,-0.111,0.157,32.973
E01001010,0.175,45.456,0.426,0.269,32.21
E01001011,0.155,18.332,0.399,0.202,35.995
E01001012,0.18,22.72,0.523,0.227,46.228
E01001013,0.231,28.17,1.508,0.323,31.513
E01001014,0.143,15.76,0.278,0.24,37.529
E01001015,0.115,25.521,-0.259,0.179,9.103
E01001016,0.079,8.291,-0.576,0.084,10.895
E01001017,0.049,2.729,-1.04,0.041,8.001
E01001018,0.047,6.441,-0.831,0.043,13.292
E01001019,0.046,6.126,-0.863,0.041,6.654
E01001020,0.06,12.268,-0.923,0.065,10.45
E01001021,0.165,38.639,0.361,0.276,12.585
E01001022,0.062,5.584,-0.662,0.07,6.133
E01001023,0.119,10.023,0.065,0.135,33.602
E01001024,0.062,7.136,-0.808,0.074,13.608
E01001025,0.044,10.445,-0.775,0.057,10.531
E01001026,0.074,13.16,-0.434,0.101,7.58
E01001027,0.068,10.205,-0.832,0.085,11.548
E01001028,0.051,2.252,-0.69,0.034,8.238
E01001029,0.086,4.227,-0.051,0.081,12.525
E01001030,0.042,2.066,-0.991,0.045,9.781
E01001031,0.058,2.231,-0.897,0.056,10.482
E01001032,0.048,1.809,-0.931,0.024,8.48
E01001033,0.057,8.939,-0.371,0.09,36.535
E01001034,0.081,9.422,-0.147,0.092,28.594
E01001035,0.098,10.731,0.117,0.133,21.689
E01001036,0.066,1.399,-0.527,0.063,15.5
E01001037,0.102,18.92,0.124,0.145,45.206
E01001038,0.101,11.489,0.024,0.123,35.911
E01001039,0.052,1.69,-0.942,0.043,8.164
E01001040,0.085,9.2,-0.485,0.128,35.302
E01001041,0.114,11.046,0.088,0.177,45.97
E01001042,0.148,16.496,0.37,0.235,47.499
E01001043,0.093,19.175,0.417,0.167,53.464
E01001044,0.045,3.748,-0.983,0.059,28.277
E01001045,0.157,13.593,0.371,0.191,41.858
E01001046,0.045,3.113,-0.847,0.057,26.822
E01001047,0.077,15.524,-0.151,0.125,40.603
E01001048,0.152,9.824,0.676,0.207,34.84
E01001049,0.062,1.546,-0.775,0.051,12.724
E01001050,0.088,8.565,0.273,0.152,28.101
E01001051,0.177,47.709,0.999,0.295,7.568
E01001052,0.209,46.911,0.711,0.336,9.009
E01001053,0.16,43.895,0.663,0.226,19.315
E01001054,0.18,44.027,0.46,0.281,14.771
E01001055,0.209,57.79,0.801,0.274,18.957
E01001056,0.205,54.46,0.5,0.351,11.223
E01001057,0.211,43.713,0.771,0.335,7.828
E01001058,0.071,11.139,-0.344,0.074,7.498
E01001059,0.076,11.979,-0.44,0.093,18.385
E01001060,0.091,16.372,-0.55,0.126,11.435
E01001061,0.132,24.9,0.162,0.169,20.128
E01001062,0.059,5.607,-0.848,0.084,12.687
E01001063,0.05,6.731,-0.508,0.064,14.443
E01001064,0.048,5.399,-1.219,0.051,11.272
E01001065,0.073,11.885,-0.453,0.081,21.728
E01001066,0.229,45.071,0.609,0.327,15.65
E01001067,0.039,2.165,-1.423,0.031,7.671
E01001068,0.09,18.774,-0.586,0.127,15.789
E01001069,0.07,7.764,-0.145,0.059,10.501
E01001070,0.099,12.843,-0.211,0.12,7.373
E01001071,0.074,12.407,-0.771,0.081,13.478
E01001072,0.036,2.142,-0.847,0.039,8.863
E01001073,0.081,4.411,-0.121,0.101,22.333
E01001074,0.088,12.632,-0.413,0.139,22.878
E01001075,0.072,6.756,0.023,0.091,30.326
E01001076,0.153,41.757,0.384,0.226,18.074
E01001077,0.081,30.271,-0.395,0.122,12.204
E01001078,0.174,44.187,0.294,0.263,11.263
E01001079,0.163,41.701,0.414,0.269,16.525
E01001080,0.282,54.653,1.409,0.343,9.323
E01001081,0.158,46.414,0.718,0.262,16.086
E01001082,0.162,44.733,0.532,0.234,10.908
E01001083,0.071,6.24,-0.638,0.088,17.948
E01001084,0.071,4.79,-0.656,0.09,22.045
E01001085,0.099,11.04,-0.281,0.164,37.631
E01001086,0.094,9.178,-0.417,0.113,20.219
E01001087,0.096,15.149,-0.143,0.137,43.599
E01001088,0.108,16.958,-0.576,0.15,17.105
E01001089,0.129,15.974,0.396,0.237,34.027
E01001090,0.119,12.23,-0.241,0.189,35.615
E01001091,0.095,4.221,-0.697,0.121,16.459
E01001092,0.123,3.476,0.158,0.086,19.953
E01001093,0.082,5.788,-0.662,0.12,19.142
E01001094,0.041,1.85,-0.868,0.053,9.122
E01001095,0.1,10.732,-0.103,0.128,24.899
E01001096,0.044,1.049,-1.305,0.06,9.029
E01001097,0.112,7.811,-0.07,0.161,29.24
E01001098,0.052,1.458,-0.697,0.05,11.809
E01001099,0.13,12.698,-0.376,0.17,15.255
